Acc_x,Acc_y,Acc_z
0.16,0.78,0.57
0.17,0.78,0.57
0.18,0.78,0.58
0.18,0.77,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.17,0.77,0.59
0.17,0.77,0.59
0.17,0.78,0.59
0.17,0.78,0.59
0.17,0.78,0.59
0.17,0.78,0.59
0.17,0.78,0.59
0.17,0.78,0.59
0.17,0.78,0.59
0.17,0.78,0.59
0.17,0.78,0.58
0.17,0.77,0.58
0.17,0.77,0.58
0.17,0.77,0.58
0.17,0.77,0.59
0.17,0.77,0.59
0.17,0.78,0.58
0.17,0.78,0.58
0.17,0.78,0.58
0.17,0.78,0.58
0.17,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.18,0.77,0.58
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.78,0.59
0.19,0.78,0.59
0.18,0.78,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.17,0.77,0.59
0.17,0.77,0.59
0.17,0.77,0.59
0.17,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.17,0.77,0.59
0.18,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.58
0.18,0.77,0.58
0.18,0.77,0.58
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.17,0.77,0.59
0.17,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.6
0.18,0.77,0.6
0.17,0.77,0.6
0.17,0.77,0.6
0.17,0.77,0.6
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.6
0.18,0.77,0.59
0.19,0.77,0.59
0.18,0.76,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.19,0.77,0.59
0.18,0.77,0.6
0.18,0.77,0.59
0.18,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.6
0.19,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.6
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.58
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.6
0.19,0.77,0.6
0.19,0.77,0.6
0.19,0.77,0.6
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.18,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.19,0.77,0.59
0.18,0.77,0.59
0.19,0.78,0.59
0.19,0.78,0.58
0.19,0.77,0.58
0.19,0.77,0.58
0.19,0.77,0.58
0.19,0.78,0.58
0.19,0.78,0.58
0.2,0.78,0.58
0.2,0.77,0.58
0.21,0.78,0.58
0.21,0.78,0.58
0.21,0.78,0.58
0.21,0.78,0.59
0.21,0.78,0.59
0.2,0.78,0.58
0.2,0.77,0.59
0.19,0.77,0.58
0.19,0.77,0.58
0.19,0.77,0.57
0.2,0.75,0.57
0.21,0.74,0.58
0.21,0.75,0.59
0.2,0.75,0.59
0.19,0.75,0.58
0.19,0.75,0.58
0.2,0.74,0.57
0.2,0.73,0.57
0.21,0.74,0.57
0.21,0.74,0.58
0.22,0.74,0.58
0.23,0.74,0.58
0.24,0.74,0.58
0.26,0.73,0.57
0.27,0.73,0.57
0.28,0.73,0.57
0.29,0.73,0.56
0.3,0.72,0.57
0.31,0.71,0.56
0.32,0.7,0.56
0.34,0.69,0.55
0.33,0.69,0.55
0.32,0.65,0.54
0.28,0.57,0.52
0.26,0.45,0.49
0.27,0.34,0.46
0.29,0.25,0.4
0.48,0.33,0.39
0.53,0.47,0.39
0.55,0.58,0.41
0.55,0.63,0.44
0.51,0.64,0.47
0.46,0.65,0.49
0.42,0.67,0.48
0.36,0.69,0.48
0.31,0.69,0.48
0.26,0.69,0.48
0.23,0.69,0.48
0.24,0.67,0.48
0.28,0.65,0.5
0.32,0.64,0.52
0.36,0.63,0.51
0.41,0.62,0.48
0.48,0.6,0.45
0.52,0.59,0.43
0.52,0.59,0.42
0.51,0.57,0.43
0.48,0.56,0.46
0.45,0.55,0.48
0.44,0.53,0.51
0.45,0.51,0.52
0.47,0.48,0.54
0.5,0.45,0.6
0.61,0.44,0.6
0.7,0.43,0.58
0.76,0.42,0.56
0.77,0.43,0.57
0.75,0.45,0.59
0.73,0.45,0.61
0.73,0.44,0.62
0.75,0.42,0.63
0.8,0.42,0.61
0.85,0.41,0.59
0.9,0.39,0.59
0.93,0.38,0.59
1.01,0.37,0.58
1.14,0.34,0.59
1.17,0.32,0.54
1.32,0.36,0.39
1.42,0.34,0.38
1.22,0.26,0.46
1.05,0.23,0.49
1.01,0.23,0.52
1.01,0.23,0.55
0.99,0.19,0.56
1.02,0.13,0.57
1.09,0.08,0.56
1.13,0.05,0.53
1.14,0.05,0.47
1.11,0.07,0.46
1,0.06,0.48
0.89,0.02,0.51
0.81,-0.02,0.53
0.79,-0.05,0.56
0.8,-0.08,0.6
0.8,-0.13,0.62
0.8,-0.19,0.63
0.78,-0.24,0.64
0.77,-0.28,0.63
0.77,-0.31,0.61
0.78,-0.33,0.6
0.81,-0.33,0.58
0.8,-0.34,0.58
